customer_id,age,income,previous_purchases,website_visits,treatment,purchased
C0821,28,94318,7,4,0,0
C0822,64,102970,9,17,1,0
C0823,40,105553,5,18,1,1
C0824,33,50707,9,5,1,0
C0825,48,59110,8,17,1,0
C0826,28,81788,5,5,0,0
C0827,33,102879,8,3,1,0
C0828,25,58827,3,11,0,1
C0829,21,25655,7,18,1,1
C0830,57,64859,3,1,1,0
C0831,21,73625,1,16,1,0
C0832,42,72098,9,10,0,0
C0833,20,35251,8,10,1,1
C0834,49,20526,4,15,1,1
C0835,20,88760,3,1,1,0
C0836,44,67837,1,1,0,0
C0837,46,31536,0,7,0,0
C0838,49,48541,6,12,0,1
C0839,36,99083,5,9,1,1
C0840,38,71027,1,7,0,0
C0841,22,54531,7,3,1,0
C0842,35,28712,3,14,0,0
C0843,45,85455,7,0,0,0
C0844,59,94744,6,10,1,1
C0845,39,25109,4,6,0,0
C0846,38,69268,9,16,1,0
C0847,23,74615,9,19,1,1
C0848,18,102503,7,17,0,0
C0849,22,49759,8,11,1,0
C0850,58,105708,4,8,1,0
C0851,29,80112,9,4,0,1
C0852,43,46589,4,9,0,1
C0853,63,50015,1,3,1,1
C0854,51,49009,4,4,0,0
C0855,31,103309,2,9,1,0
C0856,43,82046,6,10,1,1
C0857,62,46143,9,9,0,0
C0858,44,26154,4,7,0,0
C0859,26,41804,7,1,0,0
C0860,43,61688,0,7,0,0
C0861,64,84288,2,15,1,1
C0862,39,71195,2,4,1,0
C0863,64,40581,8,2,0,0
C0864,47,72648,4,11,0,0
C0865,60,50087,8,12,1,0
C0866,34,69930,8,12,1,1
C0867,43,52981,0,9,1,0
C0868,53,89298,1,3,1,1
C0869,18,66167,4,8,0,0
C0870,25,95304,3,1,1,0
C0871,52,63408,9,18,1,1
C0872,32,59499,8,0,0,0
C0873,64,72269,6,6,1,1
C0874,39,58559,5,16,1,1
C0875,31,94319,6,2,0,0
C0876,43,115317,0,19,0,0
C0877,45,116347,0,19,0,0
C0878,40,68787,7,2,1,0
C0879,31,55488,1,2,1,0
C0880,41,94441,9,16,0,0
C0881,19,94663,8,6,0,0
C0882,62,42431,6,13,1,1
C0883,43,81681,5,16,0,0
C0884,31,83483,0,17,0,1
C0885,24,69153,0,12,0,0
C0886,20,26368,1,19,1,1
C0887,64,47424,5,19,1,1
C0888,40,65004,5,17,1,1
C0889,63,103869,1,3,1,0
C0890,60,108652,0,0,1,0
C0891,64,76985,9,17,1,1
C0892,62,70069,4,0,0,0
C0893,35,72326,4,12,1,0
C0894,55,101061,1,19,1,1
C0895,52,43398,5,19,0,1
C0896,32,118393,8,9,1,0
C0897,42,70861,1,10,1,1
C0898,54,95897,9,8,0,0
C0899,45,101905,1,8,0,0
C0900,27,88577,2,4,0,0
C0901,56,85641,6,0,1,0
C0902,34,29078,5,16,0,0
C0903,56,45003,7,1,1,0
C0904,39,82768,7,12,1,0
C0905,43,71047,5,8,1,0
C0906,61,91626,9,3,1,0
C0907,42,77660,2,4,0,0
C0908,34,69786,2,10,0,0
C0909,30,21925,0,18,1,0
C0910,37,103976,6,2,0,0
C0911,42,46015,4,11,1,0
C0912,21,53320,3,18,1,1
C0913,27,84881,9,18,1,0
C0914,20,110827,3,12,0,0
C0915,58,46289,3,6,1,1
C0916,62,23389,5,14,1,1
C0917,35,45683,7,6,0,0
C0918,64,33629,7,7,0,0
C0919,53,81550,4,4,0,0
C0920,64,44826,5,13,0,1
C0921,39,46630,3,3,1,0
C0922,51,118762,8,9,0,1
C0923,64,66163,7,19,1,1
C0924,25,118511,9,14,0,1
C0925,57,86435,9,17,0,1
C0926,61,31653,0,19,0,1
C0927,36,47961,1,12,0,0
C0928,59,101941,8,7,0,1
C0929,58,94137,7,8,0,0
C0930,54,53662,2,15,1,0
C0931,23,118818,7,18,0,0
C0932,43,76446,0,15,0,0
C0933,51,41288,9,6,0,0
C0934,62,115081,3,13,0,1
C0935,23,56877,2,13,1,0
C0936,54,35313,5,3,0,1
C0937,50,100885,6,14,0,1
C0938,39,92715,3,2,0,0
C0939,38,30326,6,4,0,0
C0940,23,21560,8,0,1,0
C0941,23,99148,1,2,0,0
C0942,21,103186,2,14,1,0
C0943,47,46745,4,7,0,1
C0944,28,51890,2,3,1,1
C0945,47,40022,7,1,1,1
C0946,48,72579,9,9,0,1
C0947,41,90316,7,3,0,0
C0948,26,103847,7,2,1,0
C0949,20,48380,8,1,1,1
C0950,48,22356,3,16,0,0
C0951,57,90326,4,19,1,0
C0952,54,112447,4,12,1,1
C0953,53,109899,7,4,1,1
C0954,41,40049,6,8,0,1
C0955,48,95717,8,5,1,1
C0956,23,36082,7,4,1,1
C0957,19,20661,1,9,1,0
C0958,37,57412,9,7,0,1
C0959,45,22920,3,6,0,0
C0960,28,111194,5,6,1,0
C0961,21,80315,1,5,0,0
C0962,32,99561,6,19,1,0
C0963,23,28946,2,2,0,1
C0964,47,114242,2,18,0,0
C0965,55,65500,1,14,1,0
C0966,19,36309,7,3,0,1
C0967,32,75230,5,11,0,1
C0968,28,118656,0,5,0,0
C0969,25,50027,0,18,1,0
C0970,43,92541,6,3,0,0
C0971,62,79321,7,14,0,0
C0972,61,20956,4,8,1,0
C0973,22,94131,4,4,0,1
C0974,23,67908,3,12,0,0
C0975,43,98339,5,17,0,1
C0976,21,45963,5,4,0,1
C0977,36,59443,2,15,0,0
C0978,37,119259,8,18,1,0
C0979,50,59063,6,13,1,0
C0980,37,100818,0,15,0,0
C0981,29,24703,6,14,0,0
C0982,64,85128,4,3,0,0
C0983,18,92099,4,6,1,1
C0984,43,45849,1,15,1,1
C0985,31,51860,3,7,0,0
C0986,55,51585,5,16,0,0
C0987,54,42015,9,15,1,0
C0988,28,97539,6,9,0,0
C0989,53,63585,4,9,1,0
C0990,30,46958,8,1,1,1
C0991,60,46017,2,8,0,0
C0992,20,96707,0,16,1,0
C0993,50,65350,3,10,0,0
C0994,23,32201,8,9,0,0
C0995,27,49426,3,16,0,1
C0996,22,37778,1,3,0,0
C0997,40,65241,9,15,0,0
C0998,27,62229,4,19,0,1
C0999,61,106652,2,14,1,0
C1000,19,68364,8,4,1,0
